"id","session_id","agent_id","user_input","final_output","run_name","total_tokens","total_cost","latency_ms","is_successful","error_message","system_prompt_snapshot","model_config_snapshot","tags","environment","created_at","completed_at","updated_at"
"24b82218-b0d8-4088-9878-38e52a450a9d","f67e1ae0-3921-4fef-a2f5-a0108caab3ad","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYMokEm5Vnnff7T0oiEcvbzSL8_dHW0EopL-eD_Hft8ChzwNechIn2TvWxaqQ5RNLgF7EdbtEFJye0rEiGDm_9icYbq56CGpAJMglnPWqeBjhX-I=","gAAAAABpYMotGEOftPoVdQYh2YHH8_ZX8j9F7MNeFqiHy1iztqhkKMHVSDbAEDSzIEIHHvQrD-oU3u-EShjNP1aqvAJ7ReUJ4n3EDVHOd94B4JVtFAO-ht8G3mk6Ct5P2ghZNOxI2M-oA_x-j8dpJ88V7gnQnc6nDPcXH5oNwOnZOMQUPX8p4Y4=","chat_turn","0","0.000000","0","true",,,,"[]","production","2026-01-09 09:28:05.721434+00",,"2026-01-09 09:28:15.370819+00"
"25d1765f-9669-4a67-b59c-7baa2fcd5204","f5e3cfb6-c0de-495f-8cde-fb121e7eeea1","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYhRdZXLAzPmfurHxx9NGRIhPdkM8yhelACPL6POaNim6hsqePYTkhkdioJT5GRaRVxsFm6Ec8jK0M099zAfMq--skg==","gAAAAABpYhRw6_HcN8p0bhnhMsLKiO9T1vBEJ08MZQgWSnElHRwsmAtG7mHxhlJy7e1UaQrwFip3YcenA3tr8WAK3PSjdKCTiVdHmS3tSOccEH2W8tZHsh7uTjeaal2ydwMSitZPWUON","chat_turn","387","0.000039","15438","true",,"You are a helpful assistant with access to a Calculator tool. You MUST output your response in strict JSON format. Your JSON object must contain: ""thought"" (reasoning), ""action"" (tool name or ""final_answer""), and ""args"" (tool arguments).","{""model"":""gemini-2.5-flash"",""temperature"":0.1}","[]","production","2026-01-10 08:57:02.149105+00","2026-01-10 08:57:20.719096","2026-01-10 08:57:21.459964+00"
"27e273e7-5fbb-430a-90a0-9416af5e2628","aa5b2021-6bd2-4862-bc2a-a7bfea479a2e","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYQKVEDpgvWzaL94GKAC-i0TSJlce7dU_yK28prAZ1NisM7dA-BfZSsfvbOn3Fn58APM4uVI3SHHinzg1f3G0phTx78vLAfJSrDLD5h9-IRlT03E=","gAAAAABpYQKjJSc9PJ4iVrbobVUudw806KBpSrZpE8xStz6hPDAoWK6ksfsfgOqrHLKonrN1U-yzGA9q46VHgP56QhaL9rI_XA==","chat_turn","0","0.000000","0","true",,,,"[]","production","2026-01-09 13:28:55.677045+00",,"2026-01-09 13:29:08.989942+00"
"2b747218-2895-4101-98f6-963ff6e5977b","06c30761-bf31-4f99-9c44-5e9bf0493d83","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYLJdPiq9K4tNWlNN8QL1zBagMoAa1PVPLEI5_Q_5yJyvzy9YbaRVGHBsQz7S_UI7WCQxk42dS28XFoT0R_1089-ZMw==",,"chat_turn","0","0.000000","0","true",,,,"[]","production","2026-01-09 07:46:39.351296+00",,"2026-01-09 07:46:39.351296+00"
"2bbbe40b-ac24-4256-9fb5-15577c6c53e9","3643dd71-e3b1-4992-b2c7-cdcfdb0c34c2","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYKtFd_207Y5ULwdidrAFVuzo845btsj9YPAE5GxODq_ZuyZg84ytp_xS485Bc0_tQSpkL82w_eDYa7wKS8ya6LUFHw==",,"chat_turn","0","0.000000","0","false",,,,"[]","production","2026-01-09 07:16:23.419018+00",,"2026-01-09 07:16:25.076074+00"
"2c2a7a32-750f-49ea-bc74-9acfdbca3f1e","f67e1ae0-3921-4fef-a2f5-a0108caab3ad","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYPCpP0EBhETEnyJStMyr6pHqHCu1IqM46ynzVAnScvkDKh0kGhfjMJuoHG6yXgNNYERJ4ijTO6ZnOfKruqYxwwlm8GwxuLhCW4chpkx2TcLQA2I=","gAAAAABpYPCvyUlI268D3uVJ9bWcZwsJIqEheaPdrA3vCzPQ9GS73GFzfg0rY1sLLd2ovyWAydFPZ9QDZ8TQERGY5j0LYqlNQsQZE6pWH6pnO7LO3NZl-wBHb_OH4JQI44-a3UnMUIpYHu4-2aCNYNEcSDAUDVyJTQ==","chat_turn","0","0.000000","0","true",,,,"[]","production","2026-01-09 12:12:26.941037+00",,"2026-01-09 12:12:33.914354+00"
"2d5fa8a8-a1bb-4425-9ad9-ab25e099bfb6","f67e1ae0-3921-4fef-a2f5-a0108caab3ad","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYOtmEzS2MODbVCzD8WFLRm9RfP8UfAspikGiraPfiAfzORPXZ0QM9VUV9HIMySGsLWykegtbQ16rPwFlXkIqzi42nA==","gAAAAABpYOtr19WbqrTs_Q-A0si0HTThRb6VU-37EBP0KFhg9lvSCTyoiX4hjKcQqEPM_j3nN7J_ePXTas9EU1b4eS_0XGx1jIud27-jBV7SueoJD8SpWZudAN1TbRrTfCjdvkWceI5r","chat_turn","0","0.000000","0","true",,,,"[]","production","2026-01-09 11:50:00.39994+00",,"2026-01-09 11:50:05.886742+00"
"305ff3e6-d5c9-48ff-a51c-165ae11083a9","1f52a151-360c-4c50-9edf-19a41821802a","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYKskCo9syFfeST8W1cCnREvKByVALdYfEvWXyJrMylldNEmQz4Tnk1r1H99UUOFXEnsGn-VSYmOlVM5LLinmaNkeJJXpU9HmjP12ZDxQD-O7r8w=",,"chat_turn","0","0.000000","0","false",,,,"[]","production","2026-01-09 07:15:50.322205+00",,"2026-01-09 07:15:51.861024+00"
"32fd69a1-2c72-4203-a16d-325e9ea30792","f5e3cfb6-c0de-495f-8cde-fb121e7eeea1","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYjDvbhRf3wa0nJtqPIxtAzss510P5g2HzWtHNR6JbEPahabQxx1pR-5Bd3hNEDcT2dvxjk3DGHBNBn_qT4voPKNWwA==","gAAAAABpYjD4lkeiUZ_Z8eXW9lL-rQImkqSX9Z7F32vn6DLAQCLkICoFh5Hoc5jjSg12F9GSL6I-Y1Cj4KzfFKOkELExpwXf6X_0vzj7XSRewqTiD0gD5krKAwubougiToocYz03ssgR","chat_turn","152","0.000013","4919","true",,"You are a helpful assistant with access to a Calculator tool. You MUST output your response in strict JSON format. Your JSON object must contain: ""thought"" (reasoning), ""action"" (tool name or ""final_answer""), and ""args"" (tool arguments).","{""model"":""gemini-2.5-flash"",""temperature"":0.1}","[]","production","2026-01-10 10:58:56.732132+00","2026-01-10 10:59:04.412037","2026-01-10 10:59:05.238069+00"
"3856fca7-8dcd-4491-8b90-8aff248232db","f67e1ae0-3921-4fef-a2f5-a0108caab3ad","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYPHTrnDQs0PAmrA7njtIyh0ViV5o6_JNyKC3oo3_z3Lr_TwmM0rbCbZqNhMjR3kWZh8ryqrw6pzfD6fBr8Ns9yRcMw==",,"chat_turn","0","0.000000","0","true",,,,"[]","production","2026-01-09 12:17:25.754879+00",,"2026-01-09 12:17:25.754879+00"
"3fd75bc7-173d-4482-80da-cee5ed3ed74d","f67e1ae0-3921-4fef-a2f5-a0108caab3ad","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYOZo64NM72ig-W49gUKdHaKvX0xX5yftqGKEaBSKs7Vddg4TebRp55CA4roHfk000lNvliSr1ERaAgOi3-6iiAGDjQ==","gAAAAABpYOZsjYOgahON41hC_lsiZwSHSTpOSXVIjl2_tR5JCTBfjzoPeUQ8Jjn9q_lxiuVBAUSqN3gCTSbQNnqMYFEOOyQLnP5qe9KdVsaPeE7TBZ8gBo3I3F6tKSAe52p4TxPH_9bu","chat_turn","0","0.000000","0","true",,,,"[]","production","2026-01-09 11:28:41.716802+00",,"2026-01-09 11:28:46.287048+00"
"43d5ff20-f15a-429b-b0dd-1b9941bc569e","f67e1ae0-3921-4fef-a2f5-a0108caab3ad","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYLi90Ib4eJRWffBO0MRASbiWiYL7vZVZ9sGM3r19ShIPqw3pTwaPEf-84HujG42kKREphvaozTWvyL665GVd8o_eeA==","gAAAAABpYLjJdx1qm0CudZTjXmULUKIgYmQ7j6bQpGO2Ag4BDYJnb8Pvthl95hwRHRhauXujMwTLaVH4PwyzYgIX1xgPKj8rtQ==","chat_turn","0","0.000000","0","true",,,,"[]","production","2026-01-09 08:13:51.014974+00",,"2026-01-09 08:14:02.901732+00"
"52f98ef6-18b0-46be-84ca-258f69870052","9fb2702c-5990-4d93-b195-467073d6a14f","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYTRRzBe7vwRE36iD51cU6mp26ldFr7z5WTRoxj9mM_szGBXgtlLYIVHWz9AY2EOssU4RoC6G4GVOtVPQzRKY8Ivclut3oIL173aSS8ln7FwcThAoGbosdRxDRhi1bWyDPxbV","gAAAAABpYTRodV7h4Sl2wo-DtFYvUNPxscfvmKD6Y8ckkV5TBTAZopSe7EUzp-EjMi-N54-AHuP-LyaTUqMHqBvwcckmKxUXVa893hjFFtVOSVfqUbrHHYGNt9r9s6KI844fzA_hapsCPJgWmMLXU5oYCr8zXOije2L-LI7pscIA6RXEsFW6-H4=","chat_turn","371","0.000039","19305","true",,"You are a helpful assistant with access to a Calculator tool. You MUST output your response in strict JSON format. Your JSON object must contain: ""thought"" (reasoning), ""action"" (tool name or ""final_answer""), and ""args"" (tool arguments).","{""model"":""gemini-2.5-flash"",""temperature"":0.1}","[]","production","2026-01-09 17:01:08.151035+00","2026-01-09 17:01:28.659214","2026-01-09 17:01:31.015877+00"
"56bcb88e-c146-4666-8196-725bab7731c3","f8642688-f63c-4572-832d-d4818168b9ed","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYKas1Bj2-3b_lvQWTdGGKGrTkK8h80fNHOYZ4bnN_MFlFjpTtqQMWngdJPSBAdQDggWPXHZ-hrwg8wFfoacPvBExIQ==","gAAAAABpYKasFdbQRAy2spR2niZw2hM3dVqmkSMdqGFHypfVF4rKsGwUa5z5AAWgCr1YL-sPEAdCIpPB-JRkH40tiOCKeykTK5ZDrNalWoiPHdxLaGDvWTs=","chat_turn","0","0.000000","0","true",,,,"[]","production","2026-01-08 17:03:43.460845+00",,"2026-01-08 17:03:52.090806+00"
"598ae54e-0837-4142-a9d6-c1d372f16dd5","93d2667f-6f28-4d0c-8d08-ff893a53771b","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYKasaegVwHkXdVNLpELQT0T7DkIPVaeOZCPb5pzddZSr7ADCU96aeh5iXihiEEOVpd-CCMF0kqhPZbz5KHt-N1kIMupAeang_5hxEqZGT-Z4coeTrUhQ30en9q97i238DF5P","gAAAAABpYKasrFEz9xyYA40TCUKKVjEa92i76E_FGtxdZkFJiR4txPX9Qzbi1yzFMfxAbxIcve0ukQldv0TStkYp8xEwxlxeR4jSBu7g2fGl_VSmX09cf7I=","chat_turn","0","0.000000","0","true",,,,"[]","production","2026-01-08 17:09:50.180321+00",,"2026-01-08 17:09:58.896624+00"
"5bb40574-f92c-4491-965b-ac77c4481f2c","9fb2702c-5990-4d93-b195-467073d6a14f","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYS9sqv-F8d3WlTQchijGhtwzcSb6bdYVdZqIdMOA4lHCo7FjhhwzdtBYYzpHzcAvRcNxaRpm5aCEB9sBsw2E2Umj1R4ZA760esMPa71ebBJObO0=","gAAAAABpYS93PyWG0GEZazEEXEeU6BunLDxFBzwB7HPt7SF7vLlGDGgAacYZrj20xKRux7ll3kLjarpSoDnOWR2LKH1iH0Z2Vz3A-8Df-wxpTfHNMuvTKmnia7zno1wyYwGDNYdVArh-AQL76XjGh_klV0mtttUD8Q==","chat_turn","337","0.000033","8617","true",,"You are a helpful assistant with access to a Calculator tool. You MUST output your response in strict JSON format. Your JSON object must contain: ""thought"" (reasoning), ""action"" (tool name or ""final_answer""), and ""args"" (tool arguments).","{""model"":""gemini-2.5-flash"",""temperature"":0.1}","[]","production","2026-01-09 16:40:14.301827+00","2026-01-09 16:40:23.712292","2026-01-09 16:40:26.088006+00"
"5d401461-041c-41e8-8195-3a58671147f5","f5e3cfb6-c0de-495f-8cde-fb121e7eeea1","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYjEFvch0hCd0sKZCvJYWak4ejFMK4miI0QQW-gzqX5Kd_PltkUgiA2Z1G9sDJDTMblXhL6LW-_7PtLVrwKj-9G4ohg==","gAAAAABpYjEtTH78D7Pt5Z-oygeEB7N2k9-oRimDHGF1nliO71ZbT3RxWMC8w_vwnWmnJ-15WkSiOA6iiM04NvrCdgkQ38U89o18plm5ieY7COeeRoYNtN8=","chat_turn","337","0.000033","33842","true",,"You are a helpful assistant with access to a Calculator tool. You MUST output your response in strict JSON format. Your JSON object must contain: ""thought"" (reasoning), ""action"" (tool name or ""final_answer""), and ""args"" (tool arguments).","{""model"":""gemini-2.5-flash"",""temperature"":0.1}","[]","production","2026-01-10 10:59:18.791934+00","2026-01-10 10:59:57.292793","2026-01-10 10:59:58.032999+00"
"5efb9e26-b5df-48a9-9c7c-e1dcd83a08f6","9fb2702c-5990-4d93-b195-467073d6a14f","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYTILzGfsixY_WzVNe8jAbkj6GvJS86fEgjPVw_tGNy9f3SjpI22gIGHeTafi7ArttdCK9wIkgUW7sV96-UKQSYEJcZGjSkFIzdm1bK5jdavUf0Y=","gAAAAABpYTIcQt0zxAmQDjega3eOsVgtO3qQahT_t4wbN7TjiJBXl5TOphexPEBxdeHBs8ph6BDqAXyZJFCJPCox3j65bo_5fpE-rVUqcHW0kXjyZF2pOqMoBi9cP_IK6hgoiGtqOGwNhgNtUm87xC_pcHUjwZlxbj0KtDVGGWMKaJsXRoIw4ew=","chat_turn","199","0.000020","5251","true",,"You are a helpful assistant with access to a Calculator tool. You MUST output your response in strict JSON format. Your JSON object must contain: ""thought"" (reasoning), ""action"" (tool name or ""final_answer""), and ""args"" (tool arguments).","{""model"":""gemini-2.5-flash"",""temperature"":0.1}","[]","production","2026-01-09 16:51:24.043034+00","2026-01-09 16:51:40.897214","2026-01-09 16:51:43.282286+00"
"60943a5d-a6dc-4765-8757-638acbc20c64","e2198292-3e67-4845-a277-b37f47b361ab","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYLaZ_EQx1mvT5PlfkVONvz1YsddOz46kV7G3weX46va1WLFW5p21hKt4HfcEHS_TqX6zz2hb4Mn7pKPSCANjct2vkQ==","gAAAAABpYLajmF80eXoQ3kxfMr2UJu-48B6wUWzvmmxzETlDe54Op_3TlzWPf1V_6s0ncQp6UQJc1pydXEwh4-KAYEiiII-t1A==","chat_turn","0","0.000000","0","true",,,,"[]","production","2026-01-09 08:04:43.571267+00",,"2026-01-09 08:04:53.390529+00"
"638bcd09-adbc-46cc-afbb-0b6ce1d4b1c6","f5e3cfb6-c0de-495f-8cde-fb121e7eeea1","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYizt3XIfQr8TPDN4MD_JQt1ShSeziIYWaOL_rRE_9ipyaCQaxACRSOasXXCuOvjER9bjnr0Znv1W-ZMwXlwIv0q66g==","gAAAAABpYiz20hHCZKh6JuB0jBm-yO_3U6Vva7Yekw30oTo05SmgCY1SxPW-j9gwIbb-24ozuJu-LR4ZqJbLWZBg7I8_UWO0g2i4AaI71vRE6_FDAHfWu3NkpU1PfYDd6DgdyAmnKNrl","chat_turn","134","0.000012","5208","true",,"You are a helpful assistant with access to a Calculator tool. You MUST output your response in strict JSON format. Your JSON object must contain: ""thought"" (reasoning), ""action"" (tool name or ""final_answer""), and ""args"" (tool arguments).","{""model"":""gemini-2.5-flash"",""temperature"":0.1}","[]","production","2026-01-10 10:41:50.522976+00","2026-01-10 10:41:58.870367","2026-01-10 10:41:59.707823+00"
"6934726d-295e-487b-b021-f03fabac35c9","f5e3cfb6-c0de-495f-8cde-fb121e7eeea1","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYh6ixUBrxyCGgHPk9zhw0hOdvW8SqW93R5ureeUuoJXcdNld5bx0E4_p4-ztjXKjx7e20YNKVo8XflHCiCuT_jRy9g==","gAAAAABpYh6rLM0HdxPCd6d5OYJ6DSHGnZuqDy8_o5B84WkpIs55MtTrQZSJefrmHQi4KxJSP2m0aNAV79FF2vRiC6_Cy2TD5vW6FRCHE_JmvEeO-Q7IAkpm-Uvrsbpx5yIY_e-8eDQR","chat_turn","186","0.000016","4743","true",,"You are a helpful assistant with access to a Calculator tool. You MUST output your response in strict JSON format. Your JSON object must contain: ""thought"" (reasoning), ""action"" (tool name or ""final_answer""), and ""args"" (tool arguments).","{""model"":""gemini-2.5-flash"",""temperature"":0.1}","[]","production","2026-01-10 09:40:51.449094+00","2026-01-10 09:40:59.742706","2026-01-10 09:41:00.481611+00"
"69c01a02-a1bf-4da2-8d73-7c1a2a069855","3b912583-0c75-4124-87cf-fd13c88544de","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYLRh0Wa2Xi5iBlz2qv_VXCb7B2MiJcttTVjN90M98znBjWcpMNB9ZdlnZ_A_dK5iXEOWNO5cZ2YrbtIZYEnIgIgSjg==",,"chat_turn","0","0.000000","0","false",,,,"[]","production","2026-01-09 07:55:15.439838+00",,"2026-01-09 07:55:16.903872+00"
"6bb22e79-7f64-48dc-bef5-8e8649a8bb26","684176d6-1aa1-4611-a763-aa777a3627fd","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYKasmfZWX3N6WfTWe5zsYZDhcf2szF-RXFzcP7Bf-TJksdWSIQNuiD3Gg3IMWbGJhf-R8nV4RkQ2djBG7GL8ARyspw==","gAAAAABpYKas-S0whWB-b3cz7i9ERRhFw0j24YmaVsK4XmOhSyv5iqajOEh3D9MfEdpCs_ysmCGi9rLt95Tj9CyjyLX98hXrGOgAA2j4dR-DXif0bg4Vh7A=","chat_turn","0","0.000000","0","true",,,,"[]","production","2026-01-08 17:07:05.485101+00",,"2026-01-08 17:07:14.714877+00"
"6e90fbf4-2c19-4595-875a-544b64811d03","f5e3cfb6-c0de-495f-8cde-fb121e7eeea1","1e5fd039-9e9b-49e9-b196-7c50a5fb253d","gAAAAABpYhQn4rTvAz-5ldDAXJpjPkRJdt8XnCpfFemCEl7klnu26MzFbH-nR5EQs06CTovObr3ptSyxm6JErjwHfQbAc6EJRplMVrmXx3rWN_0inpVW8x7EXWMbIQacwVkW9MJE36ZQ","gAAAAABpYhQyYB1hUEadbUL_xXoEzHaT4bSb81KQQ5NUFrhcNSIQ-sTZRjZGLmorN9tQgvPnFAnphIOn9waCXfmUfUMLlGuXVQBAa10GlhqLSR2ocma3Sdeva0WPmnrhM3i8YFVKPRh3uLlT8nE45qot1RLii63sWNRK-Et2sD6XDJvO0YzCIsFVZsYy2mccG8PQboGLZJ0tXazVjOQGI3pLPjk_SK0nXqnoASuYPp12DZyynLzYkC_s6pNg-PqhzdzXDL0Zw5d4pcTZTxys1JFBiQlI2nlzknM_f_ckXH0-oTfA5mRiwFhEh4KMvG8zOAbCghdmdXNG","chat_turn","141","0.000022","6683","true",,"You are a helpful assistant with access to a Calculator tool. You MUST output your response in strict JSON format. Your JSON object must contain: ""thought"" (reasoning), ""action"" (tool name or ""final_answer""), and ""args"" (tool arguments).","{""model"":""gemini-2.5-flash"",""temperature"":0.1}","[]","production","2026-01-10 08:56:08.449861+00","2026-01-10 08:56:18.267102","2026-01-10 08:56:18.950795+00"
